index,subject,url,job_desc
10,"Product Manager, Data Infrastructure",https://www.linkedin.com/jobs/view/2798570529/?eBP=CwEAAAF9P-YTHBpCY2o5-w-KlA347sD7g0yL-KvVXnxw8khLWgxLYWnVxXlXMe-_1gcW9aUfhoqNEr-Tv2gBKa_6X4ruel0IE4kdvcWIxw-VQW1rL4yCxQveBaSx6YTgUNkwsVqS8uHi3TI2rNyOw259RxJsjzmDYsD7KCAriMj5w4QecgDZaM6jhEidvh3QI-vVefPN1Im0EZ-y9mpBeMcSY90DiCXmkt4F4MWPOI0SccvlLlLYeb3uPvWwYwSpyvDau3Emi3ziVUwlvlSIIp_kIlJs4ideAgHKmjrDMo13a2dvdpPxp_l_spAf7cHmki2ArqcXZebSRpJTm_CELMGJLKl8nsVHAKJfpph9iM-UZxfMHq6XxfYY-SRLIw&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=FKJiNBb0ByzT8NtpUxSQ6g%3D%3D&trackingId=bEOQTlJSVRmIWfkJlm5SGg%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Over the coming years, biotech will fundamentally rewrite the way we live. Gene editing and cell therapy are dramatically changing how we treat cancer and other major illnesses. Biofuels and biomaterials are transforming the cars we drive, the clothes we wear, and the makeup of everyday objects. Crop science and synthetic biology are producing sustainable and ethical food. Benchling’s mission is to accelerate the research that propels us towards this reality, and magnify its impact, through modern software.

Every day, scientists around the world use Benchling’s applications, platform, & analytics in their efforts to solve humanity’s most pressing problems. For these scientists, Benchling is the central technology they use to conduct their research. Our customers include pharmaceutical giants, leading biotechs, and the world’s most renowned research institutes.



As the PM for Data Infrastructure, you'll lead the team in delivering the next generation of Benchling's data warehouse and internal data architecture. You will be responsible for setting the vision and direction for a large scrum team with both Benchling customers and internal data analysts as your user base. We are looking for a seasoned product leader with 3+ years of experience and deep technical knowledge of modern data systems to build and grow this team.







Benchling welcomes everyone. We believe every member of our team enriches our diversity and inclusion by broadening our ways of problem-solving for future challenges. Even if you don't meet 100% of the qualifications for this job, we strongly encourage you to apply.







In following best practices and safety protocols, all Benchling employees are expected to work remotely until we are further advised that it is safe for employees to resume work in their respective office locations.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. We also consider for employment qualified applicants with arrest and conviction records, consistent with applicable federal, state and local law, including but not limited to the San Francisco Fair Chance Ordinance."
11,Product Manager - Data Delivery,https://www.linkedin.com/jobs/view/2805671651/?eBP=CwEAAAF9P-YTHKBBOMU4r0o6nMNiVy3eATzb1QZ95Ylv-13w-o-U6hn1eX5JlKLnVhe_-DNPmx3GffafTgElTGdD5EiHCcGOy0sJfHlJs6R7xqkOQeHeyf_lWQ2FrmhVnUW8ZDCrrkc321beKndT4QZjQWj2XjukO_mNZZZraQfxFSkQ3ic4cdfHPZRS0PRim1608MqETWUov61W8Hi56DGKECRQ0lCtO0xhlLyIuiyGaRZC_fKDDveveiyG3I2oKg-pSp4Gcat3dTqHnbWFO3X6XIj_9himjAXULvYBPt5kHaVxUuG8_zvi7Z2ELwUn3Im3JqJJY8N8ZHtbe04qkh_pX8QQJc9NP6VXpX01q8iKva670CDlDmD6O1o&recommendedFlavor=IN_NETWORK&refId=FKJiNBb0ByzT8NtpUxSQ6g%3D%3D&trackingId=VALCPNYzkPO6WAW0wJ3D7A%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Cambridge Mobile Telematics (CMT) is on a mission to make the world’s roads and drivers safer. Our first product launched in 2012 and pioneered mobile usage-based insurance. Since then, CMT has become the world’s leading telematics and analytics provider for insurers, rideshares, personal safety providers, and automakers, providing telematics services for 80 enterprise programs in 20 countries. Powered by mobile sensing, artificial intelligence, and behavioral science, we measure driving quality, incentivize safer driving, assist users in crashes in real time, and improve the safety for millions of drivers every day around the world."
12,Senior/Principal Product Manager Cloud Native Solutions,https://www.linkedin.com/jobs/view/2784476506/?eBP=CwEAAAF9P-YTHCdaCGcfLFKWv-PAhv85puHyDKC2fqo0rjSY2eUAou2sI6qKSjoqWA-oeFO4l4gFhFuHBut4RlLFixKWQ2ovm2_YvkmOFfw7UuC-r3tYCfzpKApI6FBX9knjhSUQsfUfoNJjyf3kGfSkRGiSwQEItbFHtbcsyZSlWcrcF5QTAysbJn4OdCfPrh2COA-emdf9daPSkiP1SOGMGGPGrQ15kUufdX_JdZgY_eHB5clLvBvIrQEmpP_2Ni5XwOcwVlDUOUOxg0cdNLt1CKxp1yVUQFngPEbvmHYPc4ZRqBNDKb3mQl5mkRAcJ2vN5zGIDOhF8K39HKiSDhD_p3W_N0ZY0n_AuDXfYGa2ZYVsWRF1vr-st4c&recommendedFlavor=COMPANY_RECRUIT&refId=FKJiNBb0ByzT8NtpUxSQ6g%3D%3D&trackingId=ltwK4L7p56prir2U1wTL2A%3D%3D&trk=flagship3_search_srp_jobs,"About the job
As a Senior/Principal Product Manager for Nutanix Karbon, you will be directly involved and responsible for the Kubernetes and container products at Nutanix. Nutanix Karbon is part of our core Compute product suite, alongside our distributed storage platform AOS, and native hypervisor AHV, plus Prism centralized management.

You will contribute and own key marquis features on the platform, and drive and measure adoption success rates. In addition to a superior track record, analytical, and strategic skills, you will also display superior business judgement. This role will directly collaborate with core engineering, customers, SEs and sales, marketing, and many other teams at Nutanix.







Founded in 2009 and headquartered in San Jose, California, Nutanix is a passionate team of 6000+ employees worldwide. Our people (we call ourselves “Nutants”) are the heartbeat of #LifeAtNutanix and one of the many things that makes Nutanix a great place to work at. We share an intellectual curiosity, a bias for action, and an obsession for our customers. We are builders and problem solvers with an entrepreneurial spirit. Above all, we celebrate what makes each of us unique.

We are humbled to be recognized as one of Bloomberg’s Top 50 Companies to Watch in 2020 and one of the Fortune 100 Best Companies to Work For® 2020 .

We’re growing fast and disrupting the computing industry. Join us and make your mark.



Nutanix is a global leader in cloud software and a pioneer in hyperconverged infrastructure solutions, making computing invisible anywhere. Companies around the world use Nutanix software to leverage a single platform to manage any app, at any location, at any scale for their private, hybrid and multi-cloud environments.



Nutanix is an Equal Employment Opportunity and (in the U.S.) an Affirmative Action employer. Qualified applicants are considered for employment opportunities without regard to race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, marital status, protected veteran status, disability status or any other category protected by applicable law. We hire and promote individuals solely on the basis of qualifications for the job to be filled.

We strive to foster an inclusive working environment that enables all our Nutants to be themselves and to do great work in a safe and welcoming environment, free of unlawful discrimination, intimidation or harassment.

As part of this commitment, we will ensure that persons with disabilities are provided reasonable accommodations. If you need a reasonable accommodation, please let us know by contacting CandidateAccommodationRequests@nutanix.com ."
13,Senior Product Manager,https://www.linkedin.com/jobs/view/2797814260/?eBP=CwEAAAF9P-YTHB0AzZHSahHP5bHiOmGfakCMhTldmRIU41SFim56lQB5N8SjWHnOEdVsdwNxTWL6aqHs4FuaCwONB0UCrkgph5Y6WkhDEvNJQ8asQvlBWMsZU1Pg4MMPyWtb-SMEBUM7dkRKcVwb2SiOU7WstpLv_e_1OzhZ6t5Pby7oGPRhpJzsHZTxd6kYdcyL-QftyuVB2X9zwSio2TJfZt06dfxcXHkAeQ7RrukLdpxFgMIcuMJ0MhF5sfutVNax5odaVqYravuAksO5plUPmnYSik96_p0GkZ01N7oN94RGKQ5zV6chrpCVqm56pQxJXEcbEsAg8nYZmEVuw-ui-BFmS2H49xCLnI2ya0k54-2Bc50RplYyx9KSzg&recommendedFlavor=SCHOOL_RECRUIT&refId=FKJiNBb0ByzT8NtpUxSQ6g%3D%3D&trackingId=MajTq%2FkaZ6%2FmNFHxmEF%2FYQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Do well by doing good.

Do you wake up in the morning excited to go to work? Do you want to engage in a mission that fundamentally betters our world? Do you want to work alongside an amazing team of smart, driven, upbeat colleagues with unique backgrounds and interests? EnergySage might be the place for you."
14,Lead Product Manager,https://www.linkedin.com/jobs/view/2789649615/?eBP=CwEAAAF9P-YTHLd92BiUXPEnmk0cQPw9-hhdUyAYTwGMPwjwXq2GBu9Z0SmsRG4aeAcCq2CW0u1VZQH2OAAB2eMmjm9FPzd6VkH1twr8sv5hv9zo9CfkF_dTIHhSl0mVTgenlsexdJPj_eMUWqfFqMY4xeC-6S3V5QYdfbRfxFJewFXPuORA3pr9nIPnqBd5rMTzbhMMxOmIwebtsiaIJlqAGE9FkRH805PPJXygSm-2XtvN3ijU6ueesAiOQXk55xpD5SdvSQz_qB3aJh3qLobVGeAKO5ZpZHxcN2_ALuJtNmfqrxwgGQF6pcODUQVFMJ7CYlR9Uuu_Glu3kTq5HTr3nWexMesG4iMxZsaCuyOpaUGAXNUyWKa2gY4DCQ&recommendedFlavor=SCHOOL_RECRUIT&refId=FKJiNBb0ByzT8NtpUxSQ6g%3D%3D&trackingId=0xRVIdIvsCpy4hPZWVv%2Frw%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Opentext - The Information Company

As the Information Company, our mission at OpenText is to create software solutions and deliver services that redefine the future of digital. Be part of a winning team that leads the way in Enterprise Information Management.

OpenText is looking for a Lead Product Manager with Retail/Supply Chain experience to support the Active Applications portfolio within Business Network business unit. The Lead Product Manager develops the product strategy, drives the definition and the delivery of product releases and is responsible for the full life cycle of the product. She/he works closely with the go-to-market team to ensure the product roadmap can meet the requirements of the business plan and be successfully rolled out.

In this role, the Lead Product Manager will drive the Business Network strategy for the Active Catalogue product portfolio. This role requires a strong understanding of retail catalogues and integration technologies and how those are used to streamline business processes, supply chain solutions, APIs, SaaS solutions, and managed services delivery and support models. A strong technical background is required.

The Lead Product Manager is responsible for the development and implementation of the strategic plan for the product. He/she maintains close relationships with the market (customers, evaluators, and potentials) for awareness of market needs, defining market requirements, development of solutions, packaging features into product releases, and managing Agile product backlogs. This position involves close interaction with sales, marketing, development leads, product architects, and key customers.





While OpenText is an Equal Opportunity Employer, our efforts to build an inclusive work environment go beyond simply complying with applicable laws. Our Employment Equity and Diversity Policy provides direction on maintaining a working environment that is inclusive of everyone, regardless of culture, national origin, race, color, gender, gender identification, sexual orientation, family status, age, veteran status, disability, religion, or other basis protected by applicable laws. Should you require accommodations during the selection process, please contact .

Additionally, OpenText, as a proud US Federal Government contractor, is subject to Executive Order 14042 requiring all US employees (in office or virtual) be fully vaccinated by January 4, 2022. New employees joining OpenText will be required to provide proof of vaccination prior to joining or be approved for a medical or religious exemptions. If you believe you qualify for an exemption you can request the exemption form at accommodationrequests@opentext.com."
15,Technical Product Manager,https://www.linkedin.com/jobs/view/2796283396/?eBP=CwEAAAF9P-YTHOA6sZu-l6aurFm1SWO-ajMjnSQEoQhAj8LqaqMyL1-QZQbACv0sI8Mf-KzjHm0hnb33aO6T7hguyFyHLgOZ6C5amGKAqLLZ-h9qFJigEd7s1nZc9koM5N8BIzD6m6FpI6FvyIaojE998rE3L2JiYto2o7s6cEGdYF-C7hVxF9vdPpot7BkzV3js3DuBo6EkuvOOnzQt3AkjQXvVP2zAP4whUbkGhlJ6PwgmoKCbnUxwl6BVpxPIBcr097p9kZAnIxcvnaZ_KVpuaY94775xvbP7SJrhsVfqPD03wgzJVqenKafZMhnhQ8_76ySqWLshurGfo_udPeyF4D9oDq02lRkFsNPAwZTT8GPE6YkNCdGmQu0hfA&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=FKJiNBb0ByzT8NtpUxSQ6g%3D%3D&trackingId=%2FaGXS24%2BaIgXzZ6zit0p4A%3D%3D&trk=flagship3_search_srp_jobs,"About the job
We are looking for a Technical Product Manager with previous engineering experience, to join the growing Iterative Scopes team to help us realize our vision to revolutionize the treatment of gastrointestinal diseases with computer vision. You will be responsible for shepherding the development of high-performance, scalable distributed services for our data pipeline. Familiarity with healthcare tech or AI/ML is a plus, but the ability to speak fluently with engineers and stakeholders is a must."
16,"Sr. Product Manager, Technical, Amazon Athena",https://www.linkedin.com/jobs/view/2797251260/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=IN_NETWORK&refId=FKJiNBb0ByzT8NtpUxSQ6g%3D%3D&trackingId=WC50Xy1IzTvPJNJ4tvQx8Q%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Job Summary

DESCRIPTION

Want to work at the cutting edge of big data, analytics, and machine learning? Interesting in helping customers get insights from their data wherever it might be with a serverless SQL query service? Come join us on the Amazon Athena Team.

Data is everywhere and customers need to quickly and efficiently query and analyze petabytes of data interactively is growing every year. Amazon Athena makes it possible so customers can get insights from their data in S3, relational databases, and other data stores in seconds.

We work at the core of what makes a query engine tick, developing new capabilities from the ground up and doing it in the most performant and cost effective way while being exceptionally easy to use. We are a small, entrepreneurial team that operates independently, but with access to some of the top engineers in our field across AWS.

We are looking for a candidate that is obsessed with delivering the most customer-centric experience on the planet, showing proven success in ownership, bias for action, and thinking big. This leader will need to exhibit excellent judgment, prioritizing between existing versus new customers and between features, architectural improvements, and operational excellence. We are looking for strong business owners who are comfortable sharing their vision with AWS senior leadership, but also working closely with engineering teams to dive deep into details to make ideas into reality.

We need a passionate product management leader who dives deep and has shown demonstrated success in building strong business cases, managing high-growth, successful product launches, and driving customer success.



Inclusive Team Culture

Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance

Our team puts a high value on work-life balance. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.

Mentorship & Career Growth

Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. Our senior members enjoy one-on-one mentoring. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded engineer and enable them to take on more complex tasks in the future.






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon Dev Center U.S., Inc.

Job ID: A1763341"
17,Principal Product Manager Tech,https://www.linkedin.com/jobs/view/2797280753/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=FKJiNBb0ByzT8NtpUxSQ6g%3D%3D&trackingId=7rMI8Pm%2BXdkl6ETkBVXyIw%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Job Summary

DESCRIPTION

At Amazon, we're working to be the most customer-centric company on Earth. We work hard to carry products that our customers want and enjoy, while ensuring that customers get safe products from Amazon. To get there, we need exceptionally talented, bright, dynamic, and driven people. If you'd like to help us build an environment where our customer’s safety is paramount, where we enable our customers to find and buy anything online, and where we work to maintain and enhance customer trust in Amazon, then this is your chance to be part of a challenging and strategic product team.

This role will report into the global product team that enables and supports Amazon’s Product Assurance, Risk and Security (PARS) team. This team owns technology products that span all of Amazon’s consumer and retail business such as Amazon.com, Amazon Private Brands, Amazon Go, Whole Foods, Amazon Devices, Amazon’s third party fulfillment business, etc. You will have the opportunity to interact and work with emerging businesses at Amazon from inception through rapid growth. This team and role will provide a great opportunity to further build your career at Amazon as a product leader.

We’re looking for a strong technical Principal Product Manager to join our team in Seattle, WA. This role will be the product owner for the universal safety and compliance store to provide all downstream systems with a single source of truth for product compliance and safety decisions. This involves building interactive technology to serve the ever-changing regulatory landscape, machine learning driven products to identify hidden signals, and robust closed loop tools to protect our customers. The products are supported by established tech teams, and have a growing list of global stakeholders. You should have strong problem-solving skills, product management skills, excellent communication skills, and an understanding of how developers build, manage, and deploy their infrastructure and applications. You should also possess the ability to influence people across the organization from tech leadership to business managers. To do this, you must be able to manage complex initiatives across numerous business models, create certainty out of ambiguous requirements, while having a firm grasp over the operational, strategic, and technical aspects of the product.

You will work closely with various PARS teams globally. You will also work with various product tech teams and applied/data scientists within our org, as well as across Amazon (product and engineering) supporting the broader businesses. This includes retail tech, fulfillment operations, legal and their respective executive teams. A successful candidate will be highly analytical, data-driven, resourceful, customer-focused, and will have an ability to work independently under time constraints to meet deadlines. Prior functional experience working in tech product management, managing product roadmaps, and tech strategy is preferred.








Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A1742721"
18,"Senior Director, Product",https://www.linkedin.com/jobs/view/2804744863/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=IN_NETWORK&refId=FKJiNBb0ByzT8NtpUxSQ6g%3D%3D&trackingId=edHaKlqOhGaP6YlnyeFWkQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
The Product team at Klaviyo is continuously looking for ways to build and deliver the best product possible for our customers. We’re looking for a Senior Director of Product to join our rapidly growing team with expertise in solving problems with a customer-first mindset and bringing new products to market. You will develop a team of Group Product Managers as you work cross-functionally to guide product development from concept to launch.





At Klaviyo we value the unique backgrounds, experiences and perspectives each Klaviyo (we call ourselves Klaviyos) brings to our workplace each and every day. We believe everyone deserves a fair shot at success and appreciate the experiences each person brings beyond the traditional job requirements. If you’re a close but not exact match with the description, we hope you’ll still consider applying.



Klaviyo is a world-leading marketing automation platform dedicated to accelerating revenue and customer connection for online businesses. Klaviyo makes it easy to store, access, analyze and use transactional and behavioral data to power highly-targeted customer and prospect communications. The company's hybrid customer-data and marketing-platform model allows companies to grow by fostering direct relationships with customers, without giving up their valuable data to popular big-tech ad platforms. Over 265,000 innovative companies like Unilever, Custom Ink, Living Proof and Huckberry sell more with Klaviyo. Learn more at ."
19,Senior Product Manager - Data Platform,https://www.linkedin.com/jobs/view/2787892330/?eBP=CwEAAAF9P-YTHK529vdbyGXCtnJNcgEtVw_3uB_r2p8Ln3QONZS5mBLeY1GntYV-PypZugExHlZ0MBX6VnLD9nPZq27FLAB9MGgyY_nxCcGpbqYxfhCJjT-OyBMh556I2lsUph-G5b4vrhwCKtMBbkL8rFoQ2g_bs0XtbFxchAzjJviCTKRjJg-6ODsAqy0n9xIszjNiYS8oYGsuHaTQehoj05ZOSoDdVGUSg-uUC7ichmzwlI2s7COSzIIuPvcsFp5SwpB8Obl0JmyZfzLbxg0EJBPO8u-cSlqTzPbiPkrqwTDaTb8xe3LgoRJq9mc-i87vDjGldVoHkRikaQoFHgMrbzsszXhxPW1nln_fT4HPsrn9IH2acpqa3lYguQ&recommendedFlavor=SCHOOL_RECRUIT&refId=FKJiNBb0ByzT8NtpUxSQ6g%3D%3D&trackingId=EvYNVgSPqSE0%2BMcH7t36Fw%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Sophos is a worldwide leader in next-generation cybersecurity, protecting more than 500,000 organizations and millions of consumers in more than 150 countries from today’s most advanced cyberthreats. Powered by threat intelligence, AI and machine learning from SophosLabs and SophosAI, Sophos delivers a broad portfolio of advanced products and services to secure users, networks and endpoints against ransomware, malware, exploits, phishing and the wide range of other cyberattacks. Sophos provides a single integrated cloud-based management console, Sophos Central – the centerpiece of an adaptive cybersecurity ecosystem that features a centralized data lake that leverages a rich set of open APIs available to customers, partners, developers, and other cybersecurity vendors. Sophos sells its products and services through reseller partners and managed service providers (MSPs) worldwide. Sophos has major hubs around the globe. More information is available at www.sophos.com"
